"TIME","GEO","UNIT","TRA_MEAS","SCHEDULE","TRA_COV","Value","Flag and Footnotes"
"2010","Italy","Passenger","Passengers carried (departures)","Total","Total transport","69,328,020",""
"2010","Cyprus","Passenger","Passengers on board","Total","Total transport","7,231,046",""
"2010","Cyprus","Passenger","Passengers on board (arrivals)","Total","Total transport","3,633,140",""
"2010","Cyprus","Passenger","Passengers on board (departures)","Total","Total transport","3,624,897",""
"2010","Cyprus","Passenger","Passengers carried","Total","Total transport","6,948,288",""
"2010","Cyprus","Passenger","Passengers carried (arrival)","Total","Total transport","3,477,162",""
"2010","Cyprus","Passenger","Passengers carried (departures)","Total","Total transport","3,471,126",""
"2010","Latvia","Passenger","Passengers on board","Total","Total transport","4,669,621",""
"2010","Latvia","Passenger","Passengers on board (arrivals)","Total","Total transport","2,309,914",""
"2010","Latvia","Passenger","Passengers on board (departures)","Total","Total transport","2,359,709",""
"2010","Latvia","Passenger","Passengers carried","Total","Total transport","4,655,898",""
"2010","Latvia","Passenger","Passengers carried (arrival)","Total","Total transport","2,309,914",""
"2010","Latvia","Passenger","Passengers carried (departures)","Total","Total transport","2,345,986",""
"2010","Lithuania","Passenger","Passengers on board","Total","Total transport","2,330,823",""
"2010","Lithuania","Passenger","Passengers on board (arrivals)","Total","Total transport","1,156,165",""
"2010","Lithuania","Passenger","Passengers on board (departures)","Total","Total transport","1,174,894",""
"2010","Lithuania","Passenger","Passengers carried","Total","Total transport","2,282,834",""
"2010","Lithuania","Passenger","Passengers carried (arrival)","Total","Total transport","1,132,058",""
"2010","Lithuania","Passenger","Passengers carried (departures)","Total","Total transport","1,150,787",""
"2010","Luxembourg","Passenger","Passengers on board","Total","Total transport","1,605,982",""
"2010","Luxembourg","Passenger","Passengers on board (arrivals)","Total","Total transport","796,181",""
"2010","Luxembourg","Passenger","Passengers on board (departures)","Total","Total transport","810,034",""
"2010","Luxembourg","Passenger","Passengers carried","Total","Total transport","1,613,696",""
"2010","Luxembourg","Passenger","Passengers carried (arrival)","Total","Total transport","799,892",""
"2010","Luxembourg","Passenger","Passengers carried (departures)","Total","Total transport","813,941",""
"2010","Hungary","Passenger","Passengers on board","Total","Total transport","8,174,510",""
"2010","Hungary","Passenger","Passengers on board (arrivals)","Total","Total transport","4,060,048",""
"2010","Hungary","Passenger","Passengers on board (departures)","Total","Total transport","4,114,462",""
"2010","Hungary","Passenger","Passengers carried","Total","Total transport","8,174,510",""
"2010","Hungary","Passenger","Passengers carried (arrival)","Total","Total transport","4,060,048",""
"2010","Hungary","Passenger","Passengers carried (departures)","Total","Total transport","4,114,462",""
"2010","Malta","Passenger","Passengers on board","Total","Total transport","3,293,548",""
"2010","Malta","Passenger","Passengers on board (arrivals)","Total","Total transport","1,646,747",""
"2010","Malta","Passenger","Passengers on board (departures)","Total","Total transport","1,646,807",""
"2010","Malta","Passenger","Passengers carried","Total","Total transport","3,293,548",""
"2010","Malta","Passenger","Passengers carried (arrival)","Total","Total transport","1,646,747",""
"2010","Malta","Passenger","Passengers carried (departures)","Total","Total transport","1,646,807",""
"2010","Netherlands","Passenger","Passengers on board","Total","Total transport","48,905,842",""
"2010","Netherlands","Passenger","Passengers on board (arrivals)","Total","Total transport","24,527,370",""
"2010","Netherlands","Passenger","Passengers on board (departures)","Total","Total transport","24,386,612",""
"2010","Netherlands","Passenger","Passengers carried","Total","Total transport","48,618,879",""
"2010","Netherlands","Passenger","Passengers carried (arrival)","Total","Total transport","24,380,240",""
"2010","Netherlands","Passenger","Passengers carried (departures)","Total","Total transport","24,239,221",""
"2010","Austria","Passenger","Passengers on board","Total","Total transport","23,704,167",""
"2010","Austria","Passenger","Passengers on board (arrivals)","Total","Total transport","12,276,158",""
"2010","Austria","Passenger","Passengers on board (departures)","Total","Total transport","12,277,981",""
"2010","Austria","Passenger","Passengers carried","Total","Total transport","23,532,455",""
"2010","Austria","Passenger","Passengers carried (arrival)","Total","Total transport","12,144,696",""
"2010","Austria","Passenger","Passengers carried (departures)","Total","Total transport","12,143,616",""
"2010","Poland","Passenger","Passengers on board","Total","Total transport","18,433,984",""
"2010","Poland","Passenger","Passengers on board (arrivals)","Total","Total transport","9,554,694",""
"2010","Poland","Passenger","Passengers on board (departures)","Total","Total transport","9,656,743",""
"2010","Poland","Passenger","Passengers carried","Total","Total transport","18,383,115",""
"2010","Poland","Passenger","Passengers carried (arrival)","Total","Total transport","9,541,179",""
"2010","Poland","Passenger","Passengers carried (departures)","Total","Total transport","9,604,809",""
"2010","Portugal","Passenger","Passengers on board","Total","Total transport","25,442,444",""
"2010","Portugal","Passenger","Passengers on board (arrivals)","Total","Total transport","14,206,278",""
"2010","Portugal","Passenger","Passengers on board (departures)","Total","Total transport","14,009,837",""
"2010","Portugal","Passenger","Passengers carried","Total","Total transport","25,735,500",""
"2010","Portugal","Passenger","Passengers carried (arrival)","Total","Total transport","14,433,754",""
"2010","Portugal","Passenger","Passengers carried (departures)","Total","Total transport","14,223,431",""
"2010","Romania","Passenger","Passengers on board","Total","Total transport","8,922,848",""
"2010","Romania","Passenger","Passengers on board (arrivals)","Total","Total transport","4,625,760",""
"2010","Romania","Passenger","Passengers on board (departures)","Total","Total transport","4,717,092",""
"2010","Romania","Passenger","Passengers carried","Total","Total transport","8,848,949",""
"2010","Romania","Passenger","Passengers carried (arrival)","Total","Total transport","4,582,791",""
"2010","Romania","Passenger","Passengers carried (departures)","Total","Total transport","4,674,618",""
"2010","Slovenia","Passenger","Passengers on board","Total","Total transport","1,382,977",""
"2010","Slovenia","Passenger","Passengers on board (arrivals)","Total","Total transport","693,792",""
"2010","Slovenia","Passenger","Passengers on board (departures)","Total","Total transport","689,185",""
"2010","Slovenia","Passenger","Passengers carried","Total","Total transport","1,382,341",""
"2010","Slovenia","Passenger","Passengers carried (arrival)","Total","Total transport","693,156",""
"2010","Slovenia","Passenger","Passengers carried (departures)","Total","Total transport","689,185",""
"2010","Slovakia","Passenger","Passengers on board","Total","Total transport","1,887,650",""
"2010","Slovakia","Passenger","Passengers on board (arrivals)","Total","Total transport","955,676",""
"2010","Slovakia","Passenger","Passengers on board (departures)","Total","Total transport","973,011",""
"2010","Slovakia","Passenger","Passengers carried","Total","Total transport","1,881,844",""
"2010","Slovakia","Passenger","Passengers carried (arrival)","Total","Total transport","952,883",""
"2010","Slovakia","Passenger","Passengers carried (departures)","Total","Total transport","968,834",""
"2010","Finland","Passenger","Passengers on board","Total","Total transport","14,273,836",""
"2010","Finland","Passenger","Passengers on board (arrivals)","Total","Total transport","8,200,433",""
"2010","Finland","Passenger","Passengers on board (departures)","Total","Total transport","8,335,970",""
"2010","Finland","Passenger","Passengers carried","Total","Total transport","14,220,636",""
"2010","Finland","Passenger","Passengers carried (arrival)","Total","Total transport","8,177,561",""
"2010","Finland","Passenger","Passengers carried (departures)","Total","Total transport","8,263,231",""
"2010","Sweden","Passenger","Passengers on board","Total","Total transport","26,865,442",""
"2010","Sweden","Passenger","Passengers on board (arrivals)","Total","Total transport","16,282,824",""
"2010","Sweden","Passenger","Passengers on board (departures)","Total","Total transport","16,329,963",""
"2010","Sweden","Passenger","Passengers carried","Total","Total transport","26,646,764",""
"2010","Sweden","Passenger","Passengers carried (arrival)","Total","Total transport","16,110,918",""
"2010","Sweden","Passenger","Passengers carried (departures)","Total","Total transport","16,157,728",""
"2010","United Kingdom","Passenger","Passengers on board","Total","Total transport","193,533,960",""
"2010","United Kingdom","Passenger","Passengers on board (arrivals)","Total","Total transport","105,821,550",""
"2010","United Kingdom","Passenger","Passengers on board (departures)","Total","Total transport","105,416,297",""
"2010","United Kingdom","Passenger","Passengers carried","Total","Total transport","192,887,734",""
"2010","United Kingdom","Passenger","Passengers carried (arrival)","Total","Total transport","105,343,737",""
"2010","United Kingdom","Passenger","Passengers carried (departures)","Total","Total transport","104,937,573",""
"2010","Iceland","Passenger","Passengers on board","Total","Total transport","2,075,847",""
